Label,Text
ham,A guy who gets used but is too dumb to realize it.
ham,"Jus chillaxin, what up"
spam,GSOH? Good with ham the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. ham87spam4342399.2stop reply STOP. msg@£spam.5hamrcvd
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,I'm job profile seems like bpo..
ham,I will vote for wherever my heart guides me
ham,LOL what happens in Vegas stays in vegas
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,on hen night. Going with a swing
ham,I only haf msn. It's yijue@hotmail.com
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,"It wont b until 2.spam5 as trying 2 sort house out, is that ok?"
ham,You're gonna have to be way more specific than that
ham,Oh ok..
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phbspam.com ph:ham87hamham4355ham5spam5hamp
spam,FREE RING TONE just text POLYS to 87spam3spam. Then every week get a new tone. ham87ham7379spamham2spam6yrs only £spam.5ham/wk.
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,"That day u say u cut ur hair at paragon, is it called hair sense? Do u noe how much is a hair cut? "
ham,"Get the door, I'm here"
spam,Free Msg: get Gnarls Barkleys Crazy ringtone TOTALLY FREE just reply GO to this message right now!
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,Hey pple...$7hamham or $9hamham for 5 nights...Excellent location wif breakfast hamper!!!
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
ham,WHITE FUDGE OREOS ARE IN STORES
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
spam,We currently have a message awaiting your collection. To collect your message just call ham87spam87238spam5.
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
ham,Oh dang! I didn't mean o send that to you! Lol!
ham,Ultimately tor motive tui achieve korli.
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,Hey. You got any mail?
ham,Gudnite....tc...practice going on
ham,Then i buy.
ham,K come to nordstrom when you're done
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham,I'm in chennai velachery:)
spam,"You've won tkts to the EURO2hamham4 CUP FINAL or å£8hamham CASH, to collect CALL ham9ham58ham998hamspam b4spam9ham6ham4, POBOX 7876spam5hamppm"
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,Sorry de i went to shop.
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,Wait.i will come out.. #  min:)
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham,Yes i thought so. Thanks.
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,I am not having her number sir
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,Today iZ Yellow rose day. If u love my frndship give me spam misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,Oops i thk i dun haf enuff... I go check then tell u..
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
spam,Please CALL ham87spam24ham2972 immediately as there is an urgent message waiting for you
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
spam,We tried to call you re your reply to our sms for a video mobile 75ham mins UNLIMITED TEXT + free camcorder Reply of call ham8hamhamham93ham7ham5 Now
ham,I cant pick the phone right now. Pls send a message
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? 
ham,Oh sorry please its over
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
spam,From next month get upto 5ham% More Calls 4 Ur standard network charge 2 activate Call 9ham6spamspamhamhamhamspamham C Wire3.net spamst4Terms PoBox84 M26 3UZ Cost å£spam.5ham min MobcudB more
spam,FREE for spamst week! Nospam Nokia tone 4 ur mob every week just txt NOKIA to 8hamham7 Get txting and tell ur mates www.getzed.co.uk POBox 365ham4 W45WQ normspam5hamp/tone spam6+
ham,Ever green quote ever told by Jerry in cartoon A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt
spam,ham87spam47spam2388 between spamhamam-7pm Cost spamhamp
ham,How long does it take to get it.
ham,Ok i am on the way to railway
spam,Free tones Hope you enjoyed your new content. text stop to 6spam6spamham to unsubscribe. help:ham87spam24hamham6ham245hamp Provided by tones2you.co.uk
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
ham,Blank is Blank. But wat is blank? Lol
spam,"We know someone who you know that fancies you. Call ham9ham58ham972spam8 to find out who. POBox 6, LSspam5HB spam5hamp"
ham,U guys never invite me anywhere :(
ham,Superb Thought- Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.:-)
ham,Good morning princess! Have a great day!
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,I can do that! I want to please you both inside and outside the bedroom...
ham,Jos ask if u wana meet up?
ham,Thnx dude. u guys out 2nite?
ham,No message..no responce..what happend?
spam,"44 773258435spam, Do you want a New Nokia 35spamhami colour phone DeliveredTomorrow? With 3hamham free minutes to any mobile + spamhamham free texts + Free Camcorder reply or call ham8hamhamham93ham7ham5."
ham,"Fuuuuck I need to stop sleepin, sup"
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call ham7ham9ham298926 to re-schedule. Ref:93ham7622"
ham,U don't remember that old commercial?
ham,Old Orchard near univ. How about you?
ham,Its a great day. Do have yourself a beautiful one.
ham,When you are big..| God will bring success.
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Designation is software developer and may be she get chennai:)
ham,So wats ur opinion abt him and how abt is character?
ham,Don know..wait i will check it.
ham,I'm on da bus going home...
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys spam weekly @ spam5hamp per week Txt STOP 2 stop This msg free Stream ham87spam2spam2ham25hamspam6
ham,u dun wan to watch infernal affair?
ham,"I wake up long ago already... Dunno, what other thing?"
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,"Sorry, I'll call later In meeting."
ham,yay! finally lol. i missed our cinema trip last week :-(
ham,O was not into fps then.
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
ham,Hey mr whats the name of that bill brison book the one about language and words 
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,Yeah but which is worse for i
ham,I'm at work. Please call
ham,Dear we are going to our rubber place
ham,Don know..he is watching film in computer..
ham,Why you Dint come with us.
ham,When are you guys leaving?
ham,"Aight will do, thanks again for comin out"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Are you this much buzy
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 4hammph. Hey ho"
ham,I dunno lei... Like dun haf...
ham,"K will do, addie & I are doing some art so I'll be here when you get home"
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
spam,PRIVATE! Your 2hamham3 Account Statement for shows 8hamham un-redeemed S. I. M. points. Call ham87spam52ham3652 Identifier Code: 428spamham Expires 29/spamham/ham
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,None of that's happening til you get here though
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,You still coming tonight?
ham,"A gram usually runs like  # , a half eighth is smarter though and gets you almost a whole second gram for  #"
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,"yeah, that's what I was thinking"
ham,S but mostly not like that.
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
ham,Once free call me sir. I am waiting for you.
ham,"Very hurting n meaningful lines ever: I compromised everything for my love, But at d end my love compromised me for everything:-(.. Gud mornin:-)"
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-44ham or NO-44ham See her: www.SMS.ac/u/nat27ham8spam98ham STOP? Send STOP FRND to 62468
ham,I am in bus on the way to calicut
ham,Do we have any spare power supplies
ham,I'm on the bus. Love you
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MADspam, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! spam6+only! T&C's apply"
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,I cant pick the phone right now. Pls send a message
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.5ham. Should your tone not arrive please call customer services ham9ham65989spam8ham"
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
ham,From tomorrow onwards eve 6 to 3 work.
ham,Thank You meet you monday
ham,Then she dun believe wat?
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,I dun believe u. I thk u told him.
spam,"FreeMsg Hey U, i just got spam of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (spam8 spam5hamp/rcvd STOP2stop)"
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call ham7ham46744435 now to arrange delivery
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,Wherre's my boytoy ? :-(
ham,K...k:)why cant you come here and search job:)
ham,How i noe... Did u specify da domain as nusstu... u still in sch...
ham,Are you this much buzy
spam,Had your mobile spamspam months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on ham8hamham2986ham3ham
spam,URGENT! Your Mobile number has been awarded with a å£2hamhamham prize GUARANTEED. Call ham9ham6spam79hamspam2spam from land line. Claim 3ham3ham. Valid spam2hrs only spam5hamppm
ham,Lol for real. She told my dad I have cancer
ham,"Ya ok, then had dinner?"
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
spam,SMS. ac sunham8spam9 posts HELLO:\You seem cool
ham,I think chennai well settled?
ham,You could have seen me..i did't recognise you Face.:)
ham,"fyi I'm at usf now, swing by the room whenever"
ham,Just curious because my cuz asked what I was up to
ham,I'm home...
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,"Call me, i am senthil from hsbc."
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
ham,I liked your new house
ham,Stupid.its not possible
ham,i want to grasp your pretty booty :)
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,Okie u wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,Studying. But i.ll be free next weekend.
ham,When/where do I pick you up
ham,No let me do the math. Your not good at it.
ham,How come i din c Ì_... Yup i cut my hair...
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,Lol alright i was thinkin that too haha
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,I had askd u a question some hours before. Its answer
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,"Hi, Mobile no.  #  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
spam,"Free msg. Sorry, a service you ordered from 8spam3ham3 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,"Sorry,in meeting I'll call later"
ham,Still work going on:)it is very small house.
ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
ham,Cramps stopped. Going back to sleep
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
spam,You have been specially selected to receive a 2hamhamham pound award! Call ham87spam24ham2ham5ham BEFORE the lines close. Cost spamhamppm. spam6+. T&Cs apply. AG Promo
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,Wot about on wed nite I am 3 then but only til 9!
ham,Just now saw your message.it k da:)
ham,Aight ill get on fb in a couple minutes
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,You still coming tonight?
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,You do got a shitload of diamonds though
ham,Babe ? I lost you ... :-(
ham,So Ì_ pay first lar... Then when is da stock comin...
ham,U too...
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-44ham or NO-44ham See her: www.SMS.ac/u/nat27ham8spam98ham STOP? Send STOP FRND to 62468
ham,Wat time u finish ur lect today?
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson & then conducts exam, But Life first conducts Exam & then teaches Lessons. Happy morning. . ."
ham,* Am on a train back from northampton so i'm afraid not!
ham,Hey... What time is your driving on fri? We go for evaluation on fri?
ham,"K so am I, how much for an 8th? Fifty?"
ham,Just come home. I don't want u to be miserable
ham,"I prefer my free days... Tues, wed, fri oso can... u ask those workin lor..."
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,Sounds great! Are you home now?
ham,If you're thinking of lifting me one then no.
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Still in the area of the restaurant. Ill try to come back soon
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on ham9ham653945spam4 From Landline DATEBoxspam282EssexCM6spamXN spam5hamp/min spam8
spam,"449ham5hamhamhamham3hamspam You have won a £2,hamhamham price! To claim, call ham9ham5hamhamhamham3hamspam."
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.5ham. Should your tone not arrive please call customer services on ham9ham65ham69spam54"
ham,I think the other two still need to get cash but we can def be ready by 9
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ...  I will be with YOU  Wherevr.. Whenevr.. Forevr... Gudnyt dear..
ham,Yes just finished watching days of our lives. I love it.
spam,Call Germany for only spam pence per minute! Call from a fixed line via access number ham844 86spam 85 85. No prepayment. Direct access!
ham,So when do you wanna gym?
ham,Of course. I guess god's just got me on hold right now.
ham,Huh means computational science... Y they like dat one push here n there...
spam,"pdate_Now - Double mins and spamhamhamham txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on ham8hamhamham8394ham2 or call2optout/!YHL"
ham,And maybe some pressies
ham,What time you think you'll have it? Need to know when I should be near campus
ham,Change windows logoff sound..
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87ham77 eg ENGLAND to 87ham77 Try:WALES, SCOTLAND 4txt/Ãºspam.2ham POBOXox365ham4W45WQ spam6+"
ham,"Sure, whenever you show the fuck up &gt;:("
spam,Please call our customer service representative on ham8hamham spam69 6ham3spam between spamhamam-9pm as you have WON a guaranteed £spamhamhamham cash or £5hamhamham prize!
ham,I'm in town now so i'll jus take mrt down later.
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only spam5hamp/Msg rcvd. HG/Suite342/2Lands/Row/WspamJ6HL LDN. spam8 years or over.
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.
ham,I am on the way to ur home
spam,Ur cash-balance is currently 5hamham pounds - to maximize ur cash-in now send CASH to 86688 only spam5hamp/msg. CC: ham87ham88hamham282 HG/Suite342/2Lands Row/WspamJ6HL
spam,Do you want 75ham anytime any network mins spam5ham text and a NEW VIDEO phone for only five pounds per week call ham8hamham28888spam2 or reply for delivery tomorrow
ham,Lol wtf random. Btw is that your lunch break
ham,Me i'm not workin. Once i get job...
ham,Do u still have plumbers tape and a wrench we could borrow?
ham,"#  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, & HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  #  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
spam,RCT' THNQ Adrian for U text. Rgds Vatian
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,I love you both too :-)
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now ham8hamham spam95 6669 or text back 'help' & we will!
ham,I cant pick the phone right now. Pls send a message
ham,I wonder if you'll get this text?
ham,I've reached home n i bathe liao... U can call me now...
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,"Sorry, I'll call later"
ham,We're done...
ham,You call him and tell now infront of them. Call him now.
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,"I'm in a meeting, call me later at"
ham,Hey mate. Spoke to the mag people. We‰Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
spam,Dear Voucher Holder 2 claim your spamst class airport lounge passes when using Your holiday voucher call ham87ham443968ham. When booking quote spamst class x 2
ham,"spam.2ham that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,No no:)this is kallis home ground.amla home town is durban:)
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,Reckon need to be in town by eightish to walk from * carpark.
ham,Oh just getting even with u.... u?
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,Yar lor... How u noe? U used dat route too?
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,Aiyar sorry lor forgot 2 tell u...
ham,Water logging in desert. Geoenvironmental implications.
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,How come i din c u... Yup i cut my hair...
ham,WHO ARE YOU SEEING?
ham,Anything lar then u not going home 4 dinner?
ham,"We made it! Eta at taunton is spam2:3ham as planned, hope that‰Û÷s still okday?! Good to see you! :-xx"
ham,But i have to. I like to have love and arrange.
ham,Ok. There may be a free gym about.
ham,Well I might not come then...
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 3hamham% *********** Nasdaq Symbol CDGT That is a $5.hamham per..
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot u not interested.
ham,Tell your friends what you plan to do on Valentines day @ URL
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,"Sorry, I'll call later"
ham,That is wondarfull song
ham,Havent mus ask if u can spamst wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge spamst then confirm w me asap?
spam,"You are a å£spamhamhamham winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call ham9ham7spam5spam7866 Now! spam5hamppmPOBoxspamhamspam83BhamB64XE"
ham,Well I'm going to be an aunty!
ham,Msg me when rajini comes.
spam,Hard LIVE spam2spam chat just 6hamp/min. Choose your girl and connect LIVE. Call ham9ham94646899 now! Cheap Chat UK's biggest live service. VU BCMspam896WCspamN3XX
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.spam8 . 3hampp/txt spamst 5free. å£spam.5ham increments. Helpham87spam8728876"
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the spamst june. "
ham,Ok lor...
spam,"Dear Matthew please call ham9ham6344ham45spam from a landline, your complimentary 4*Lux Tenerife holiday or å£spamhamhamham CASH await collection. ppmspam5ham SAE T&Cs Box334 SK38XH."
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERYspam IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
ham,Will you be here for food
ham,"Aight, can you text me the address?"
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
ham,My friends use to call the same.
ham,"Yeah, probably earlier than that"
ham,I am on the way to tirupur.
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams & Life is empty without frnds.. So Alwys Be In Touch. Good night & sweet dreams
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£8hamham prize GUARANTEED. Call ham9ham5hamhamham3ham9spam from land line. Claim C52. Validspam2hrs only
ham,No problem baby. Is this is a good time to talk? I called and left a message.
spam,Hi ham7734396839 IBH Customer Loyalty Offer: The NEW NOKIA66hamham Mobile from ONLY å£spamham at TXTAUCTION!Txt word:START to No:8spamspam5spam & get Yours Now!4T&
ham,That's my honeymoon outfit. :)
ham,Just haven't decided where yet eh ?
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,Prakesh is there know.
ham,"yeah, that's what I was thinking"
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
ham,u thk of wat to eat tonight.
ham,I dont thnk its a wrong calling between us
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,Also remember to get dobby's bowl from your car
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£25hamk Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88ham88"
ham,Tiwary to rcb.battle between bang and kochi.
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and spamst \Ur Lovely Friendship\""... good morning dear"""
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only spam5hamp/Msg rcvd. HG/Suite342/2Lands/Row/WspamJ6HL LDN. spam8 years or over.
ham,Boo. How's things? I'm back at home and a little bored already :-(
ham,"I shall book chez jules for half eight, if that's ok with you?"
ham,MAYBE IF YOU WOKE UP BEFORE 3 THIS WOULDN'T BE A PROBLEM.
ham,Ok...
ham,Thanks for looking out for me. I really appreciate.
ham,Lol yeah at this point I guess not
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,"Babe, I'm back ... Come back to me ..."
ham,Thanks honey. Have a great day.
ham,Thanks. Fills me with complete calm and reassurance! 
ham,Okay... We wait ah
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,Ok enjoy . R u there in home.
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the spamst june. "
ham,Same to u...
ham,Hey tmr meet at bugis 93ham ?
ham,I am going to sao mu today. Will be done only at spam2 
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham, &lt;#&gt;  mins but i had to stop somewhere first.
ham,Will Ì_ b going to esplanade fr home?
ham,IM LATE TELLMISS IM ON MY WAY
spam,8hamham7 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8hamham7 for nokias or POLY CHARITY for polys :zed ham87hamspam4spam7hamspam2 profit 2 charity 
ham,Can come my room but cannot come my house cos my house still messy... Haha...
